generation,fitness
1,0.6097254901960785
2,0.6214901960784315
3,0.6214901960784315
4,0.6376470588235295
5,0.6376470588235295
6,0.6376470588235295
7,0.6376470588235295
8,0.6376470588235295
9,0.6415686274509804
10,0.6415686274509804
11,0.6495686274509804
12,0.6495686274509804
13,0.6495686274509804
14,0.6535686274509803
15,0.6535686274509803
16,0.6574117647058825
17,0.6574117647058825
18,0.6574117647058825
19,0.6574117647058825
20,0.6575686274509804
21,0.6575686274509804
22,0.6575686274509804
23,0.6575686274509804
24,0.6615686274509803
25,0.6734117647058825
26,0.6734117647058825
27,0.6734117647058825
28,0.6734117647058825
29,0.6734117647058825
30,0.6734117647058825
31,0.6734117647058825
32,0.6734117647058825
33,0.6734117647058825
34,0.6734117647058825
35,0.6734117647058825
36,0.6734117647058825
37,0.6734117647058825
38,0.6734117647058825
39,0.6734117647058825
40,0.6734117647058825
41,0.6734117647058825
42,0.6734117647058825
43,0.6734117647058825
44,0.6734117647058825
45,0.6734117647058825
46,0.6734117647058825
47,0.6734117647058825
48,0.6734117647058825
49,0.6734117647058825
50,0.6734117647058825
51,0.6734117647058825
52,0.6734117647058825
53,0.6734117647058825
54,0.6734117647058825
55,0.6734117647058825
56,0.6734901960784314
57,0.6774117647058825
58,0.6774117647058825
59,0.6814117647058824
60,0.6814117647058824
61,0.6814117647058824
62,0.6814117647058824
63,0.6814117647058824
64,0.6814117647058824
65,0.6814117647058824
66,0.6814117647058824
67,0.6814117647058824
68,0.6814117647058824
69,0.6814117647058824
70,0.6814117647058824
71,0.6814117647058824
72,0.6814117647058824
73,0.6814117647058824
74,0.6814117647058824
75,0.6814117647058824
76,0.6814117647058824
77,0.6814117647058824
78,0.6814117647058824
79,0.6814117647058824
80,0.6814117647058824
81,0.6814117647058824
82,0.6814117647058824
83,0.6814117647058824
84,0.6814117647058824
85,0.6814117647058824
86,0.6814117647058824
87,0.6814117647058824
88,0.6814117647058824
89,0.6814117647058824
90,0.6814117647058824
91,0.6814117647058824
92,0.6814117647058824
93,0.6814117647058824
94,0.6814117647058824
95,0.6814117647058824
96,0.6814117647058824
97,0.6814117647058824
98,0.6814117647058824
99,0.6814117647058824
100,0.6814117647058824